Age,Monthly_Income,Years_at_Company,Gender,Department,Job_Role,Distance_From_Home,Job_Satisfaction,Work_Life_Balance,Years_Since_Last_Promotion,Overtime,Attrition
27,13792,5,Male,Finance,Analyst,6,3,3,0,No,No
27,5183,1,Male,R&D,Executive,30,1,1,9,Yes,Yes
20,5077,2,Female,HR,Sales Rep,27,1,1,7,Yes,Yes
21,3244,2,Female,R&D,Analyst,49,1,1,5,Yes,Yes
34,3870,3,Female,HR,Analyst,30,1,1,7,Yes,Yes
52,17755,8,Male,R&D,Analyst,3,4,4,2,No,No
25,5262,3,Female,R&D,Executive,33,1,1,7,Yes,Yes
29,7918,0,Male,Sales,Sales Rep,36,1,1,6,Yes,Yes
50,11043,4,Male,Finance,Engineer,2,3,4,1,No,No
46,13670,12,Male,Sales,Engineer,12,3,3,0,No,No
53,13521,13,Male,Finance,Engineer,1,3,4,1,No,No
29,6420,5,Female,Sales,Executive,7,3,4,2,No,No
29,6467,1,Female,Finance,Analyst,36,1,1,4,Yes,Yes
52,17293,3,Male,HR,Manager,5,4,3,0,No,No
29,3991,2,Male,Finance,Executive,35,1,1,4,Yes,Yes
43,8203,6,Female,Sales,Analyst,12,4,3,1,No,No
28,7322,7,Male,Sales,Engineer,11,4,4,2,No,No
34,4257,0,Male,HR,Analyst,37,1,1,7,Yes,Yes
25,3904,2,Female,HR,Analyst,34,1,1,5,Yes,Yes
27,6013,1,Female,HR,Sales Rep,41,1,1,6,Yes,Yes
23,4587,2,Male,Sales,Sales Rep,42,1,1,5,Yes,Yes
31,14440,24,Male,R&D,Analyst,7,4,3,1,No,No
51,16703,19,Male,Finance,Analyst,9,3,4,1,No,No
29,7621,1,Male,Sales,Sales Rep,38,1,1,6,Yes,Yes
25,6619,0,Male,Finance,Analyst,31,1,1,5,Yes,Yes
27,5366,3,Male,R&D,Sales Rep,39,1,1,6,Yes,Yes
44,13845,12,Female,HR,Analyst,1,3,4,0,No,No
43,16149,16,Male,R&D,Executive,14,3,3,1,No,No
26,6062,24,Female,Finance,Engineer,9,3,4,1,No,No
31,7288,3,Female,R&D,Analyst,47,1,1,8,Yes,Yes
49,10604,3,Male,Sales,Analyst,6,4,4,2,No,No
24,7713,3,Female,Finance,Analyst,37,1,1,8,Yes,Yes
50,17883,14,Female,HR,Engineer,9,3,4,2,No,No
25,15550,12,Male,Sales,Manager,13,4,4,0,No,No
53,6014,18,Male,R&D,Engineer,4,4,3,0,No,No
25,7326,2,Female,HR,Executive,43,1,1,5,Yes,Yes
44,12097,12,Male,HR,Manager,13,4,3,2,No,No
30,7542,16,Male,R&D,Engineer,9,4,3,1,No,No
21,5743,2,Male,HR,Analyst,43,1,1,6,Yes,Yes
21,4516,2,Male,Sales,Analyst,38,1,1,7,Yes,Yes
25,6055,12,Female,Sales,Engineer,8,3,3,2,No,No
20,6607,1,Female,HR,Sales Rep,31,1,1,6,Yes,Yes
34,6002,2,Female,HR,Executive,34,1,1,9,Yes,Yes
24,3690,1,Male,R&D,Sales Rep,36,1,1,8,Yes,Yes
27,5795,3,Male,R&D,Sales Rep,42,1,1,9,Yes,Yes
29,7528,3,Female,Sales,Engineer,4,4,4,2,No,No
51,19333,17,Male,Sales,Analyst,14,4,3,2,No,No
41,18043,24,Female,R&D,Manager,11,3,4,1,No,No
45,17065,7,Male,Finance,Executive,1,3,3,0,No,No
37,16512,9,Female,Sales,Engineer,3,4,3,1,No,No
21,4263,2,Female,Sales,Sales Rep,45,1,1,9,Yes,Yes
20,6328,3,Female,Finance,Analyst,28,1,1,9,Yes,Yes
31,14245,21,Female,Finance,Manager,11,3,4,1,No,No
26,4059,1,Female,R&D,Sales Rep,36,1,1,5,Yes,Yes
24,6975,2,Male,R&D,Executive,47,1,1,8,Yes,Yes
32,4812,2,Female,R&D,Analyst,27,1,1,8,Yes,Yes
31,11953,23,Male,Sales,Analyst,8,3,4,2,No,No
31,3547,0,Male,Finance,Analyst,43,1,1,8,Yes,Yes
44,12849,6,Female,R&D,Manager,11,3,4,0,No,No
46,12396,14,Male,Sales,Executive,11,3,4,2,No,No
54,10221,7,Female,Finance,Manager,3,3,3,1,No,No
44,17898,9,Male,Sales,Engineer,8,4,4,1,No,No
47,17445,21,Female,HR,Engineer,10,4,3,2,No,No
21,4419,0,Male,Finance,Executive,32,1,1,5,Yes,Yes
23,3728,0,Female,Finance,Executive,40,1,1,6,Yes,Yes
44,13389,8,Male,R&D,Analyst,10,4,3,0,No,No
32,13397,10,Female,Finance,Engineer,12,3,4,2,No,No
27,19500,20,Female,HR,Executive,6,4,4,2,No,No
52,15570,16,Female,R&D,Executive,12,3,4,1,No,No
29,3618,3,Male,HR,Executive,38,1,1,4,Yes,Yes
29,4557,0,Male,HR,Sales Rep,33,1,1,6,Yes,Yes
33,3933,3,Male,HR,Analyst,49,1,1,5,Yes,Yes
27,14998,17,Male,R&D,Analyst,12,4,4,2,No,No
23,6686,0,Female,R&D,Analyst,40,1,1,6,Yes,Yes
34,7432,2,Female,Sales,Sales Rep,49,1,1,4,Yes,Yes
30,8248,7,Male,HR,Engineer,2,3,3,0,No,No
32,9139,21,Female,Finance,Engineer,14,3,3,2,No,No
30,4367,3,Female,Sales,Sales Rep,28,1,1,9,Yes,Yes
25,6553,0,Female,R&D,Executive,42,1,1,7,Yes,Yes
25,6423,0,Female,R&D,Analyst,33,1,1,8,Yes,Yes
34,7121,3,Male,HR,Sales Rep,28,1,1,9,Yes,Yes
28,7389,1,Male,Sales,Sales Rep,26,1,1,4,Yes,Yes
42,9237,21,Male,R&D,Analyst,2,3,4,0,No,No
30,11442,7,Male,Finance,Engineer,13,3,3,1,No,No
31,4208,2,Female,Finance,Sales Rep,35,1,1,7,Yes,Yes
34,7668,3,Female,Sales,Analyst,37,1,1,4,Yes,Yes
47,8336,6,Female,HR,Engineer,5,3,4,0,No,No
26,18365,24,Female,Sales,Analyst,11,3,4,0,No,No
50,17773,24,Male,HR,Executive,14,4,3,2,No,No
30,10044,12,Female,Sales,Engineer,4,4,3,2,No,No
27,5071,3,Male,HR,Analyst,40,1,1,9,Yes,Yes
33,5635,0,Female,Finance,Executive,44,1,1,4,Yes,Yes
21,3712,1,Male,Finance,Sales Rep,30,1,1,5,Yes,Yes
26,13602,24,Male,HR,Engineer,10,4,4,0,No,No
29,6708,2,Male,R&D,Analyst,32,1,1,5,Yes,Yes
21,6359,1,Male,Sales,Analyst,45,1,1,9,Yes,Yes
40,15981,18,Male,Finance,Executive,9,4,4,0,No,No
27,5567,0,Female,HR,Analyst,28,1,1,6,Yes,Yes
20,7629,3,Female,R&D,Analyst,28,1,1,6,Yes,Yes
34,3899,1,Male,Sales,Executive,47,1,1,8,Yes,Yes
44,15523,23,Male,Sales,Executive,1,4,4,2,No,No
25,8198,8,Female,HR,Engineer,4,4,3,2,No,No
29,19479,20,Male,Sales,Executive,3,4,4,2,No,No
41,11475,24,Male,Sales,Engineer,11,4,4,0,No,No
38,8753,12,Male,R&D,Engineer,14,4,3,0,No,No
28,4781,2,Male,R&D,Executive,48,1,1,5,Yes,Yes
39,16512,10,Female,Finance,Manager,9,4,3,1,No,No
54,10395,13,Female,HR,Analyst,3,3,3,0,No,No
27,12080,19,Female,R&D,Analyst,1,3,4,0,No,No
30,4189,0,Female,Sales,Analyst,38,1,1,8,Yes,Yes
42,6510,15,Female,Finance,Engineer,5,3,3,1,No,No
29,3678,1,Female,Finance,Sales Rep,46,1,1,7,Yes,Yes
50,14808,14,Female,Finance,Executive,4,4,4,0,No,No
20,4418,3,Female,Sales,Sales Rep,46,1,1,6,Yes,Yes
23,5850,3,Male,Finance,Executive,42,1,1,7,Yes,Yes
26,10008,15,Male,Finance,Executive,5,4,4,0,No,No
52,7666,15,Female,HR,Analyst,6,4,3,1,No,No
25,4702,3,Female,Finance,Analyst,36,1,1,5,Yes,Yes
22,7849,2,Female,HR,Analyst,32,1,1,7,Yes,Yes
39,11854,3,Female,HR,Engineer,14,4,3,2,No,No
21,5820,0,Female,HR,Sales Rep,26,1,1,5,Yes,Yes
27,7531,0,Female,Finance,Sales Rep,30,1,1,7,Yes,Yes
22,5019,0,Male,Sales,Analyst,43,1,1,9,Yes,Yes
21,5535,2,Female,R&D,Sales Rep,32,1,1,4,Yes,Yes
39,11178,12,Male,Sales,Analyst,11,4,3,1,No,No
29,4526,0,Female,Sales,Executive,36,1,1,5,Yes,Yes
20,5250,3,Male,Sales,Analyst,40,1,1,5,Yes,Yes
39,7254,11,Male,Finance,Analyst,2,3,4,0,No,No
31,12154,11,Male,HR,Manager,3,4,4,2,No,No
28,7341,1,Male,HR,Executive,46,1,1,8,Yes,Yes
48,17581,21,Male,Finance,Manager,10,4,3,1,No,No
39,13542,16,Male,Finance,Analyst,3,4,4,1,No,No
27,6380,1,Female,R&D,Analyst,42,1,1,8,Yes,Yes
22,7217,3,Male,Sales,Executive,43,1,1,4,Yes,Yes
24,6244,2,Male,Sales,Sales Rep,41,1,1,6,Yes,Yes
28,3457,2,Male,R&D,Executive,46,1,1,4,Yes,Yes
20,7465,0,Male,Finance,Sales Rep,27,1,1,4,Yes,Yes
26,16136,10,Male,Sales,Manager,5,3,3,0,No,No
31,3585,3,Male,R&D,Sales Rep,34,1,1,7,Yes,Yes
24,4249,1,Female,HR,Sales Rep,28,1,1,6,Yes,Yes
43,10576,23,Male,R&D,Executive,1,4,3,2,No,No
25,5833,0,Female,R&D,Sales Rep,27,1,1,6,Yes,Yes
28,4595,2,Female,HR,Sales Rep,42,1,1,4,Yes,Yes
49,18495,7,Male,R&D,Engineer,10,3,3,2,No,No
54,11222,23,Male,R&D,Executive,6,3,4,0,No,No
23,6542,2,Male,Sales,Executive,28,1,1,8,Yes,Yes
36,8394,7,Male,Finance,Executive,1,4,3,0,No,No
47,12514,10,Male,Sales,Executive,9,3,3,1,No,No
41,16621,22,Male,R&D,Engineer,11,4,4,1,No,No
21,4185,0,Male,R&D,Analyst,25,1,1,4,Yes,Yes
31,5024,3,Female,Finance,Analyst,33,1,1,4,Yes,Yes
40,11263,21,Male,R&D,Manager,6,4,4,0,No,No
30,6824,1,Female,HR,Analyst,39,1,1,8,Yes,Yes
31,4971,3,Male,R&D,Sales Rep,40,1,1,9,Yes,Yes
23,5753,1,Female,Sales,Analyst,25,1,1,6,Yes,Yes
30,5824,3,Male,Sales,Executive,29,1,1,4,Yes,Yes
27,6157,0,Male,Sales,Analyst,29,1,1,7,Yes,Yes
26,6992,0,Male,HR,Sales Rep,37,1,1,7,Yes,Yes
23,4067,0,Female,Finance,Executive,41,1,1,5,Yes,Yes
44,13860,20,Male,Finance,Analyst,9,3,3,1,No,No
33,3877,0,Female,Sales,Sales Rep,48,1,1,4,Yes,Yes
34,8355,13,Male,HR,Executive,9,3,3,2,No,No
33,8690,21,Female,Sales,Engineer,3,4,4,1,No,No
45,11884,15,Male,R&D,Engineer,10,4,3,1,No,No
34,5036,1,Female,R&D,Analyst,35,1,1,6,Yes,Yes
31,4432,1,Female,HR,Executive,49,1,1,4,Yes,Yes
53,8510,24,Female,Finance,Manager,3,4,3,1,No,No
51,19504,4,Male,Sales,Engineer,14,4,4,0,No,No
30,17956,22,Male,Finance,Analyst,2,3,3,1,No,No
34,7417,2,Female,HR,Analyst,34,1,1,8,Yes,Yes
25,6233,2,Female,Finance,Executive,38,1,1,9,Yes,Yes
28,5308,0,Female,HR,Analyst,43,1,1,6,Yes,Yes
29,14318,13,Female,HR,Engineer,12,3,3,0,No,No
28,7539,3,Male,Sales,Analyst,42,1,1,9,Yes,Yes
33,5287,0,Male,Sales,Sales Rep,47,1,1,4,Yes,Yes
31,6860,17,Male,R&D,Manager,5,3,4,2,No,No
46,8841,10,Female,HR,Analyst,7,4,4,2,No,No
43,10821,7,Male,HR,Engineer,7,4,3,0,No,No
36,6541,8,Male,Finance,Analyst,3,4,3,1,No,No
26,6132,3,Male,HR,Sales Rep,44,1,1,8,Yes,Yes
21,7961,0,Female,Finance,Sales Rep,43,1,1,9,Yes,Yes
34,8076,24,Male,Sales,Engineer,3,3,4,0,No,No
36,8962,19,Female,R&D,Engineer,11,3,4,0,No,No
35,9426,10,Male,HR,Analyst,13,3,4,1,No,No
53,17750,12,Female,Finance,Executive,12,4,3,1,No,No
34,7036,2,Male,Sales,Executive,48,1,1,6,Yes,Yes
31,7193,0,Female,Finance,Executive,26,1,1,8,Yes,Yes
30,3045,2,Female,R&D,Sales Rep,32,1,1,7,Yes,Yes
21,5513,3,Male,Finance,Analyst,41,1,1,6,Yes,Yes
27,18227,8,Male,Sales,Engineer,3,4,3,2,No,No
47,10670,17,Male,Sales,Manager,1,3,3,1,No,No
37,7760,13,Male,Sales,Executive,7,4,3,1,No,No
40,16827,19,Male,R&D,Executive,9,3,4,0,No,No
29,5131,3,Female,Sales,Executive,47,1,1,9,Yes,Yes
49,12134,15,Male,R&D,Executive,6,4,4,0,No,No
54,8225,22,Female,Finance,Analyst,11,4,3,1,No,No
26,7763,3,Male,HR,Sales Rep,45,1,1,5,Yes,Yes
39,18288,5,Male,HR,Engineer,1,4,4,0,No,No
40,19144,20,Female,HR,Executive,4,3,3,0,No,No
26,16997,20,Male,Sales,Engineer,7,3,4,1,No,No
28,6259,3,Female,Sales,Sales Rep,47,1,1,7,Yes,Yes
32,16882,19,Male,R&D,Analyst,12,3,4,2,No,No
49,11991,6,Male,R&D,Analyst,9,3,3,1,No,No
28,7593,0,Female,R&D,Executive,25,1,1,6,Yes,Yes
31,6804,22,Female,Finance,Manager,13,4,4,1,No,No
30,14065,5,Male,Sales,Analyst,6,3,3,1,No,No
37,6276,9,Male,HR,Manager,9,3,3,2,No,No
24,7277,2,Female,R&D,Sales Rep,49,1,1,7,Yes,Yes
52,12337,9,Male,HR,Engineer,2,4,4,1,No,No
38,9865,24,Female,R&D,Executive,1,3,3,1,No,No
28,5472,0,Male,Sales,Analyst,45,1,1,7,Yes,Yes
46,12785,13,Male,Finance,Manager,8,4,4,2,No,No
24,3179,2,Male,Finance,Executive,40,1,1,9,Yes,Yes
27,6674,1,Male,HR,Executive,28,1,1,8,Yes,Yes
42,15390,22,Male,Finance,Engineer,10,4,3,0,No,No
28,7694,2,Male,R&D,Sales Rep,31,1,1,6,Yes,Yes
22,5031,3,Male,Sales,Executive,34,1,1,7,Yes,Yes
27,19074,16,Female,HR,Manager,11,4,3,2,No,No
38,7667,8,Male,HR,Engineer,2,3,3,2,No,No
28,7222,2,Female,R&D,Analyst,33,1,1,4,Yes,Yes
26,5850,1,Female,Sales,Sales Rep,36,1,1,4,Yes,Yes
47,14152,22,Male,Sales,Manager,10,4,4,2,No,No
29,18333,23,Female,R&D,Manager,13,3,3,1,No,No
29,7343,2,Female,R&D,Analyst,47,1,1,6,Yes,Yes
29,4414,0,Male,Sales,Sales Rep,30,1,1,4,Yes,Yes
52,6167,3,Male,Finance,Engineer,1,3,3,2,No,No
30,6382,7,Female,HR,Engineer,6,4,3,2,No,No
25,12238,15,Male,HR,Engineer,10,3,3,2,No,No
45,8385,7,Male,R&D,Analyst,1,3,3,2,No,No
27,6237,2,Female,R&D,Executive,45,1,1,9,Yes,Yes
50,17340,3,Male,R&D,Manager,6,3,4,1,No,No
52,15442,24,Female,Finance,Analyst,14,3,3,2,No,No
23,3465,3,Male,R&D,Analyst,31,1,1,4,Yes,Yes
25,3848,1,Male,Finance,Sales Rep,34,1,1,5,Yes,Yes
27,19658,19,Female,R&D,Executive,1,3,4,1,No,No
32,3397,1,Female,Finance,Analyst,38,1,1,6,Yes,Yes
26,3730,3,Female,Sales,Executive,40,1,1,4,Yes,Yes
47,18089,16,Male,Finance,Analyst,6,3,4,2,No,No
54,9818,13,Female,Finance,Executive,9,3,3,2,No,No
24,3719,2,Female,HR,Sales Rep,29,1,1,9,Yes,Yes
53,15911,14,Male,HR,Analyst,12,4,4,1,No,No
36,6949,7,Female,Sales,Manager,13,4,3,2,No,No
27,3467,3,Female,Finance,Executive,41,1,1,8,Yes,Yes
47,18231,18,Female,Finance,Manager,13,3,3,0,No,No
29,7506,0,Female,R&D,Executive,26,1,1,5,Yes,Yes
37,7626,17,Female,HR,Executive,8,3,4,1,No,No
36,6648,10,Female,Finance,Analyst,2,3,4,2,No,No
34,4302,2,Female,Finance,Analyst,47,1,1,9,Yes,Yes
24,6363,1,Male,HR,Analyst,35,1,1,5,Yes,Yes
20,3316,2,Male,Finance,Executive,27,1,1,6,Yes,Yes
33,3797,0,Male,Finance,Sales Rep,27,1,1,5,Yes,Yes
26,4134,2,Female,R&D,Sales Rep,26,1,1,5,Yes,Yes
22,7068,2,Female,HR,Executive,44,1,1,7,Yes,Yes
25,4659,2,Male,R&D,Analyst,37,1,1,8,Yes,Yes
27,9674,5,Female,Finance,Manager,10,3,4,1,No,No
29,11226,15,Female,Sales,Manager,6,3,4,2,No,No
28,17130,24,Male,R&D,Manager,10,4,4,0,No,No
50,13048,13,Male,Finance,Engineer,8,4,3,0,No,No
49,15396,24,Female,Finance,Analyst,11,4,4,2,No,No
54,17653,24,Female,R&D,Engineer,13,3,4,1,No,No
33,6492,3,Female,R&D,Executive,33,1,1,4,Yes,Yes
34,3600,2,Female,Finance,Analyst,34,1,1,9,Yes,Yes
52,19154,17,Female,R&D,Executive,13,4,4,1,No,No
29,4449,1,Male,R&D,Analyst,29,1,1,9,Yes,Yes
27,7891,0,Female,Sales,Analyst,43,1,1,4,Yes,Yes
50,6679,6,Female,R&D,Executive,5,3,4,1,No,No
29,4256,3,Male,Sales,Sales Rep,49,1,1,4,Yes,Yes
54,14585,10,Male,R&D,Analyst,8,3,4,2,No,No
24,4433,2,Male,R&D,Executive,27,1,1,8,Yes,Yes
52,15035,3,Female,HR,Analyst,14,4,4,0,No,No
34,16336,17,Female,R&D,Engineer,8,4,4,0,No,No
20,6036,0,Male,R&D,Analyst,41,1,1,6,Yes,Yes
20,3646,1,Male,Finance,Executive,43,1,1,5,Yes,Yes
34,8570,18,Male,R&D,Analyst,2,3,4,2,No,No
21,7764,1,Female,HR,Sales Rep,28,1,1,8,Yes,Yes
31,13818,13,Male,Finance,Analyst,13,4,4,0,No,No
30,4379,3,Male,Finance,Analyst,47,1,1,8,Yes,Yes
30,8908,11,Female,HR,Executive,12,4,4,2,No,No
26,7647,2,Female,R&D,Executive,28,1,1,5,Yes,Yes
33,6276,3,Female,R&D,Executive,31,1,1,4,Yes,Yes
20,4197,1,Male,R&D,Analyst,28,1,1,9,Yes,Yes
30,4624,1,Female,Sales,Analyst,43,1,1,9,Yes,Yes
46,7619,4,Male,Sales,Engineer,6,3,4,2,No,No
28,5515,1,Female,HR,Sales Rep,39,1,1,5,Yes,Yes
30,6186,1,Male,HR,Analyst,45,1,1,8,Yes,Yes
25,5628,2,Male,Sales,Analyst,31,1,1,9,Yes,Yes
47,7875,13,Male,Sales,Engineer,10,4,3,1,No,No
20,5103,2,Female,R&D,Analyst,36,1,1,9,Yes,Yes
20,4469,2,Female,R&D,Sales Rep,29,1,1,4,Yes,Yes
44,11555,14,Male,HR,Manager,8,3,4,2,No,No
33,5873,3,Male,R&D,Executive,29,1,1,4,Yes,Yes
27,17375,5,Male,Sales,Engineer,14,4,4,1,No,No
21,7774,1,Male,R&D,Executive,38,1,1,7,Yes,Yes
20,3468,3,Female,HR,Sales Rep,49,1,1,9,Yes,Yes
33,8024,10,Male,Sales,Manager,13,4,4,1,No,No
29,6689,0,Female,R&D,Executive,34,1,1,6,Yes,Yes
23,5615,1,Female,R&D,Sales Rep,39,1,1,4,Yes,Yes
20,3149,0,Male,Finance,Sales Rep,31,1,1,4,Yes,Yes
28,7095,2,Male,HR,Executive,27,1,1,5,Yes,Yes
29,4701,1,Female,HR,Sales Rep,47,1,1,4,Yes,Yes
30,3125,1,Female,Finance,Sales Rep,41,1,1,8,Yes,Yes
54,12968,24,Male,Sales,Executive,5,3,3,1,No,No
28,6247,3,Female,R&D,Analyst,43,1,1,4,Yes,Yes
53,13856,13,Male,HR,Analyst,10,3,3,2,No,No
24,3718,0,Female,HR,Sales Rep,35,1,1,8,Yes,Yes
33,17087,17,Female,R&D,Analyst,4,3,3,1,No,No
31,12623,19,Male,R&D,Manager,11,4,4,0,No,No
38,11439,9,Male,Sales,Analyst,12,3,3,1,No,No
29,3364,2,Male,Sales,Sales Rep,35,1,1,7,Yes,Yes
29,4981,0,Female,Finance,Executive,42,1,1,4,Yes,Yes
36,9856,9,Female,R&D,Executive,4,3,3,2,No,No
20,3038,0,Male,Finance,Sales Rep,38,1,1,5,Yes,Yes
27,9487,6,Female,Finance,Engineer,7,3,3,2,No,No
47,11023,4,Male,Finance,Engineer,12,3,4,2,No,No
47,10865,20,Female,Finance,Executive,1,4,4,2,No,No
52,18448,9,Male,HR,Executive,6,3,4,2,No,No
40,8883,24,Female,R&D,Analyst,12,4,4,0,No,No
34,7705,2,Female,HR,Executive,45,1,1,9,Yes,Yes
24,6460,2,Female,Finance,Executive,48,1,1,8,Yes,Yes
47,18298,16,Female,HR,Manager,6,4,4,1,No,No
46,13343,9,Male,HR,Executive,10,3,4,0,No,No
52,11689,5,Female,Sales,Engineer,2,3,3,2,No,No
36,15357,17,Female,HR,Engineer,14,4,3,0,No,No
31,10945,15,Male,HR,Executive,7,3,3,2,No,No
34,3765,3,Male,Finance,Executive,30,1,1,7,Yes,Yes
43,19486,23,Female,Sales,Analyst,3,4,3,0,No,No
52,18321,9,Male,Finance,Engineer,3,4,4,1,No,No
30,3724,3,Male,HR,Sales Rep,31,1,1,9,Yes,Yes
23,6449,0,Male,Sales,Analyst,30,1,1,7,Yes,Yes
52,10184,8,Female,HR,Analyst,3,3,3,1,No,No
21,5467,1,Male,R&D,Executive,31,1,1,9,Yes,Yes
21,5252,0,Male,R&D,Sales Rep,33,1,1,5,Yes,Yes
38,17282,10,Female,R&D,Manager,11,3,4,2,No,No
25,7538,2,Male,HR,Analyst,35,1,1,6,Yes,Yes
47,14541,23,Male,HR,Executive,9,4,3,0,No,No
29,6018,0,Male,R&D,Executive,26,1,1,9,Yes,Yes
28,16058,4,Male,R&D,Executive,13,3,3,0,No,No
31,3175,2,Male,HR,Executive,46,1,1,7,Yes,Yes
48,11786,15,Female,Sales,Executive,9,3,4,0,No,No
52,7803,15,Female,R&D,Analyst,6,4,3,2,No,No
28,14791,13,Male,R&D,Executive,8,4,3,1,No,No
32,3364,2,Female,HR,Analyst,35,1,1,8,Yes,Yes
28,12117,7,Female,R&D,Analyst,8,3,3,2,No,No
25,6507,3,Female,Sales,Executive,40,1,1,6,Yes,Yes
28,18435,20,Female,Finance,Executive,13,3,4,2,No,No
24,4010,3,Female,Sales,Executive,48,1,1,4,Yes,Yes
46,17915,8,Female,HR,Manager,1,4,4,0,No,No
41,17148,4,Male,HR,Analyst,14,3,4,1,No,No
28,7858,2,Male,HR,Analyst,38,1,1,9,Yes,Yes
26,12813,17,Female,Sales,Engineer,4,3,4,0,No,No
30,4694,2,Female,HR,Analyst,38,1,1,7,Yes,Yes
27,6440,7,Male,HR,Engineer,9,3,3,2,No,No
50,19381,7,Female,HR,Executive,7,4,4,1,No,No
28,3071,0,Male,HR,Analyst,49,1,1,7,Yes,Yes
29,19102,9,Female,HR,Analyst,6,4,4,2,No,No
30,8523,24,Male,R&D,Executive,1,3,3,1,No,No
32,6067,1,Female,Sales,Executive,27,1,1,8,Yes,Yes
25,7880,1,Male,HR,Sales Rep,38,1,1,6,Yes,Yes
40,14259,13,Female,Sales,Manager,11,4,3,0,No,No
31,4938,3,Female,Finance,Analyst,44,1,1,4,Yes,Yes
28,3075,2,Male,R&D,Executive,45,1,1,9,Yes,Yes
28,6109,3,Female,Sales,Executive,46,1,1,8,Yes,Yes
22,5894,0,Female,Sales,Sales Rep,46,1,1,6,Yes,Yes
23,3822,2,Female,Sales,Executive,41,1,1,8,Yes,Yes
23,7712,0,Female,HR,Sales Rep,33,1,1,9,Yes,Yes
24,5483,3,Female,HR,Executive,48,1,1,9,Yes,Yes
44,16238,10,Female,Finance,Analyst,9,3,4,0,No,No
30,6539,2,Male,Finance,Sales Rep,48,1,1,9,Yes,Yes
24,4126,2,Female,Finance,Sales Rep,46,1,1,6,Yes,Yes
29,3667,0,Male,HR,Executive,30,1,1,5,Yes,Yes
26,3829,1,Female,Sales,Analyst,29,1,1,7,Yes,Yes
40,9156,6,Male,HR,Engineer,8,3,4,0,No,No
50,6816,9,Male,Sales,Manager,14,3,3,0,No,No
27,10690,13,Female,HR,Manager,10,3,3,1,No,No
32,6323,2,Female,R&D,Analyst,47,1,1,7,Yes,Yes
26,3040,3,Female,Sales,Sales Rep,41,1,1,6,Yes,Yes
29,7449,4,Male,Finance,Analyst,6,4,4,1,No,No
35,15560,24,Female,Sales,Manager,2,4,3,0,No,No
33,7730,0,Male,R&D,Executive,30,1,1,9,Yes,Yes
22,6504,3,Female,R&D,Sales Rep,28,1,1,6,Yes,Yes
25,3065,1,Female,Finance,Analyst,34,1,1,8,Yes,Yes
45,16086,15,Male,R&D,Manager,11,3,4,0,No,No
25,7087,16,Male,Sales,Manager,13,3,4,1,No,No
31,8070,4,Male,HR,Engineer,5,4,4,2,No,No
37,19012,3,Female,R&D,Executive,5,3,4,1,No,No
31,5115,1,Female,Finance,Analyst,40,1,1,7,Yes,Yes
32,5180,0,Male,R&D,Executive,45,1,1,9,Yes,Yes
29,19545,14,Female,Finance,Executive,6,4,4,0,No,No
52,7830,6,Female,R&D,Engineer,11,3,3,0,No,No
47,17520,23,Female,Sales,Analyst,11,4,4,1,No,No
30,11902,9,Male,HR,Executive,1,3,4,1,No,No
30,5037,3,Female,HR,Executive,26,1,1,5,Yes,Yes
30,5061,3,Male,R&D,Executive,35,1,1,5,Yes,Yes
45,9604,15,Female,R&D,Analyst,6,4,3,2,No,No
22,5534,1,Male,R&D,Analyst,29,1,1,9,Yes,Yes
34,5643,1,Male,HR,Sales Rep,46,1,1,9,Yes,Yes
27,3527,1,Female,Finance,Sales Rep,33,1,1,6,Yes,Yes
25,9996,21,Female,Sales,Analyst,7,4,4,2,No,No
45,7016,9,Male,Finance,Engineer,2,3,4,0,No,No
21,5697,3,Female,R&D,Sales Rep,31,1,1,5,Yes,Yes
29,6124,2,Male,R&D,Executive,42,1,1,8,Yes,Yes
40,12054,11,Male,Sales,Analyst,6,4,3,1,No,No
33,5010,1,Female,R&D,Executive,46,1,1,8,Yes,Yes
20,5635,2,Male,Finance,Sales Rep,40,1,1,4,Yes,Yes
21,3333,2,Male,R&D,Executive,37,1,1,9,Yes,Yes
31,7646,2,Female,R&D,Executive,33,1,1,8,Yes,Yes
27,15817,20,Male,R&D,Engineer,2,4,3,2,No,No
24,7312,2,Female,Sales,Analyst,47,1,1,9,Yes,Yes
28,4402,0,Male,Finance,Sales Rep,27,1,1,9,Yes,Yes
28,7699,8,Female,Sales,Manager,6,3,3,0,No,No
20,7769,2,Female,Sales,Analyst,36,1,1,9,Yes,Yes
28,7731,0,Male,Sales,Sales Rep,29,1,1,7,Yes,Yes
51,8609,10,Female,Sales,Engineer,6,3,3,0,No,No
36,7017,24,Female,Sales,Manager,3,3,4,2,No,No
27,4117,0,Male,R&D,Analyst,33,1,1,5,Yes,Yes
30,5168,1,Female,Finance,Sales Rep,46,1,1,7,Yes,Yes
34,3716,3,Female,HR,Sales Rep,27,1,1,4,Yes,Yes
22,5165,1,Male,Finance,Executive,38,1,1,9,Yes,Yes
30,5911,0,Male,Sales,Sales Rep,31,1,1,9,Yes,Yes
32,4028,1,Female,Finance,Executive,46,1,1,7,Yes,Yes
33,3233,3,Female,Finance,Sales Rep,28,1,1,5,Yes,Yes
34,6091,13,Male,Sales,Manager,5,4,3,2,No,No
33,3013,3,Female,Sales,Sales Rep,44,1,1,9,Yes,Yes
